Candidate,Polling,Pollster,Nationwide,State,Sample_Size,Voter_Type,DMY,Link
"J.D. Vance",60.00,"University of New Hampshire",NULL,Maine,381,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1900&context=survey_center_polls
"Nikki Haley",4.00,"University of New Hampshire",NULL,Maine,381,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1900&context=survey_center_polls
"Marco Rubio",4.00,"University of New Hampshire",NULL,Maine,381,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1900&context=survey_center_polls
"Ted Cruz",3.00,"University of New Hampshire",NULL,Maine,381,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1900&context=survey_center_polls
"Ron Desantis",11.00,"University of New Hampshire",NULL,Maine,381,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1900&context=survey_center_polls
"Kristi Noem",2.00,"University of New Hampshire",NULL,Maine,381,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1900&context=survey_center_polls
"Josh Hawley",1.00,"University of New Hampshire",NULL,Maine,381,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1900&context=survey_center_polls
"Glenn Youngkin",1.00,"University of New Hampshire",NULL,Maine,381,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1900&context=survey_center_polls
"Tom Cotton",1.00,"University of New Hampshire",NULL,Maine,381,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1900&context=survey_center_polls
"Tulsi Gabbard",1.00,"University of New Hampshire",NULL,Maine,381,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1900&context=survey_center_polls
"J.D. Vance",36.00,"J.L. Partners",1,NULL,325,"Registered Voters",2025-10-13,https://x.com/PollTracker2024/status/1982869696253964371
"Nikki Haley",3.00,"J.L. Partners",1,NULL,325,"Registered Voters",2025-10-13,https://x.com/PollTracker2024/status/1982869696253964371
"Vivek Ramaswamy",5.00,"J.L. Partners",1,NULL,325,"Registered Voters",2025-10-13,https://x.com/PollTracker2024/status/1982869696253964371
"Marco Rubio",6.00,"J.L. Partners",1,NULL,325,"Registered Voters",2025-10-13,https://x.com/PollTracker2024/status/1982869696253964371
"Ted Cruz",2.00,"J.L. Partners",1,NULL,325,"Registered Voters",2025-10-13,https://x.com/PollTracker2024/status/1982869696253964371
"Ron Desantis",5.00,"J.L. Partners",1,NULL,325,"Registered Voters",2025-10-13,https://x.com/PollTracker2024/status/1982869696253964371
"Tim Scott",2.00,"J.L. Partners",1,NULL,325,"Registered Voters",2025-10-13,https://x.com/PollTracker2024/status/1982869696253964371
"Kristi Noem",1.00,"J.L. Partners",1,NULL,325,"Registered Voters",2025-10-13,https://x.com/PollTracker2024/status/1982869696253964371
"Glenn Youngkin",2.00,"J.L. Partners",1,NULL,325,"Registered Voters",2025-10-13,https://x.com/PollTracker2024/status/1982869696253964371
"Elise Stefanik",1.00,"J.L. Partners",1,NULL,325,"Registered Voters",2025-10-13,https://x.com/PollTracker2024/status/1982869696253964371
"J.D. Vance",51.00,"University of New Hampshire",NULL,"New Hampshire",679,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Nikki Haley",9.00,"University of New Hampshire",NULL,"New Hampshire",679,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Marco Rubio",5.00,"University of New Hampshire",NULL,"New Hampshire",679,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Ron Desantis",3.00,"University of New Hampshire",NULL,"New Hampshire",679,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Vivek Ramaswamy",3.00,"University of New Hampshire",NULL,"New Hampshire",679,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Tom Cotton",1.00,"University of New Hampshire",NULL,"New Hampshire",679,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Sarah Huckabee Sanders",4.00,"University of New Hampshire",NULL,"New Hampshire",679,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Tim Scott",1.00,"University of New Hampshire",NULL,"New Hampshire",679,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Tulsi Gabbard",8.00,"University of New Hampshire",NULL,"New Hampshire",679,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
